"Case ID","Case","Automation Status","Automation Test Level","Configurations","Created at","Created by","Description","Estimate","Expected","Folder","Forecast","Issues","Preconditions","Priority","State","Status (latest)","Status date","Steps","Steps (Expected)","Steps (Step)","Tags","Template","Test Case Category","Updated at","Updated by"
"362","Verify the inability to complete the Delivery by Aggregator order when selecting the 'Not Now' option on the confirmation message","To Be Automated","UI","","2024-01-16T12:08:18.807Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. All the items should be marked as available by appearing a green colour available icon on each item image.

2. Available button should be disabled and Unavailable button should be enabled

3. The ""Confirm"" button should be enabled.

4. Order status should be displayed as ""In progress"" on the top of the order confirmation screen

5. Order status should be displayed as ""In progress"" on the ""Ongoing"" orders tab
1. A confirmation window should be displayed and saying ""Are you sure you want to confirm the order"".

2. The confirmation window should include with ""Confirm"" and ""Not Now"" buttons
The order should not be completed and the confirmation window should be closed","Create a Delivery by Aggregator Grocery order with multiple items from Talabat
Click on the ""Claim"" button
Mark all the items as available by clicking on the available buttons
Click on the ""Confirm"" button on order confirmation screen
Click on ""Not Now"" button on the confirmation window","functional","Case (steps)","Regression","",""
"363","Verify the inability to complete the Delivery by Aggregator order when selecting the close icon on the confirmation message","To Be Automated","UI","","2024-01-16T12:08:18.829Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   4. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. All the items should be marked as available by appearing a green colour available icon on each item image.

2. Available button should be disabled and Unavailable button should be enabled

3. The ""Confirm"" button should be enabled.

4. Order status should be displayed as ""In progress"" on the top of the order confirmation screen

5. Order status should be displayed as ""In progress"" on the ""Ongoing"" orders tab
1. A confirmation window should be displayed and saying ""Are you sure you want to confirm the order"".

2. The confirmation window should include the ""Confirm"" and ""Not Now"" buttons
The order should not be completed and the confirmation window should be closed","Create a Delivery by Aggregator Grocery order with multiple items from Talabat
Click on the ""Claim"" button
Mark all the items as available by clicking on the available buttons
Click on the ""Confirm"" button
Click on ""X"" (close) icon button on the confirmation window","functional","Case (steps)","Regression","",""
"364","Verify the ability to mark some items as fully available, some items as partially available and some items as fully unavailable for a Delivery by Aggregator order, confirm, and complete the order","To Be Automated","UI","","2024-01-16T12:08:18.850Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. Quantity increate &amp; decrease buttons for each item. (Default editable quantity should be equal to the ordered quantity)
   8. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Quantity increase button should be disabled and quantity decrease button should be enabled

4. Available button and Unavailable button should be enabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. Selected items should be marked as available by appearing a green colour available icon on each item image.

2. The editable item quantities should be equal to default quantities.

3. Available button should be disabled and Unavailable button should be enabled

4. The ""Confirm"" button should be disabled.

5. Order status should be displayed as ""In progress"" on the top of the order confirmation screen

6. Order status should be displayed as ""In progress"" on the ""Ongoing"" orders tab
1. Should be able to decrease the item quantity

2. Available and Unavailable buttons should be enabled

3. Quantity increase button and quantity decrease button should be enabled
1. Selected items should be marked as partially available by appearing a partially green colour available icon on each item image.

2. The editable item quantities should be equal to updated quantities.

3. The left item quantities should be displayed within a bracket against item quantity  

4. Available button should be disabled and Unavailable button should be enabled

5. The ""Confirm"" button should be disabled.
1. The selected items should be marked as unavailable by appearing a red colour unavailable icon on each selected item image and the item names should be crossed through

2. The editable item quantities should be equal to 0.

3. Available button should be enabled and Unavailable button should be disabled

4. The ""Confirm"" button should be enabled.
1. A confirmation window should be displayed and saying ""Are you sure you want to confirm the order"".

2. The confirmation window should include the ""Confirm"" and ""Not Now"" buttons
1. The order should be completed and displayed a success message that saying ""Order completed"".

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status

4. Order status should be displayed as ""Completed"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Completed"" on the top of the order confirmation screen

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCompleted"" in GrubOps 2.0.(OrderPrepared, OrderReadyToDispatch and OrderDispatch statuses should be updated automatically before OrderCompleted)
Should navigated to the ""My orders"" section
Should be navigated to the ""Completed"" tab
1. Should be navigated to the order details screen and should include below mentioned details

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Availabilities of the items
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)","Create a Delivery by Aggregator Grocery order with multiple items and multiple quantity for each item from Talabat
Click on the ""Claim"" button
Mark some items as fully available by clicking on the available buttons
Mark some items as partially available by decreasing the quantity by clicking on the ""-"" button under the items. 

(Decreased quantity values should be greater than to 0 and less than to ordered quantity)
Then click on the available button under the items
Mark remaining items as fully unavailable by clicking on the unavailable buttons
Click on the ""Confirm"" button on order confirmation screen
Click on ""Confirm"" button on the confirmation window
Click on the ""My orders"" button
Click on the ""Completed"" button in ""My orders"" section
Click on the order","functional","Case (steps)","Regression","",""
"365","Verify notification and presence of forcefully completed Delivery by Aggregator order in 'Completed' section of 'My Orders'","To Be Automated","API,UI","","2024-01-16T12:08:18.890Z","Nadeera Abeykoon","","","","GrubOps 2.0","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. The order should be completed and displayed a success message that saying ""Order Completed!"".

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

4. Order status should be displayed as ""Completed"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Completed"" on the top of the order confirmation screen

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCompleted"" in GrubOps 2.0.(OrderPrepared, OrderReadyToDispatch and OrderDispatch statuses should be updated automatically before OrderCompleted)","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Force complete the order from GrubOps 2.0","functional","Case (steps)","Regression","",""
"366","Verify the ability to claim a new Delivery by Aggregator order and cancel it","To Be Automated","API,UI","","2024-01-16T12:08:18.905Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. A confirmation window should be displayed and saying ""Are you sure you want to cancel the order"".

2. The confirmation window should include the ""Cancel"" and ""Not Now"" buttons
1. The order should be cancelled and displayed a cancelation message that saying ""Order cancelled!""

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

4. Order status should be displayed as ""Cancelled"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Click on the order cancel button on the top of the order confirmation screen
Click on the ""Cancel"" button","functional","Case (steps)","Smoke","",""
"367","Verify the inability to cancel the Delivery by Aggregator order when selecting the 'Not Now' option on the confirmation message","To Be Automated","UI","","2024-01-16T12:08:18.924Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. A confirmation window should be displayed and saying ""Are you sure you want to cancel the order"".

2. The confirmation window should include the ""Cancel"" and ""Not Now"" buttons
The order should not be cancelled and the confirmation window should be closed","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Click on the order cancel button on the top of the order confirmation screen
Click on the ""Not Now"" button","functional","Case (steps)","Regression","",""
"368","Verify the inability to cancel the Delivery by Aggregator order when selecting the close icon on the confirmation message","To Be Automated","UI","","2024-01-16T12:08:18.942Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

5. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

6. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

7. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

8. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders section. 

9. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. A confirmation window should be displayed and saying ""Are you sure you want to cancel the order"".

2. The confirmation window should include the ""Cancel"" and ""Not Now"" buttons
The order should not be cancelled and the confirmation window should be closed","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Click on the order cancel button on the top of the order confirmation screen
Click on the ""X"" icon on the confirmation window","functional","Case (steps)","Regression","",""
"369","Verify the ability to claim a new Delivery by Aggregator order and cancel it after marking all the items as unavailable","To Be Automated","UI","","2024-01-16T12:08:18.961Z","Nadeera Abeykoon","","","","Picker App","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. All the items should be marked as unavailable by appearing a red colour unavailable icon on each selected item image and the item names should be crossed through

2. Available button should be enabled and Unavailable button should be disabled

3. The ""Confirm"" button should be disabled.

4. Order status should be displayed as ""In progress"" on the top of the order confirmation screen

5. Order status should be displayed as ""In progress"" on the ""Ongoing"" orders tab
1. A confirmation window should be displayed and saying ""Are you sure you want to cancel the order"".

2. The confirmation window should include the ""Cancel"" and ""Not Now"" buttons
1. The order should be cancelled and displayed a cancelation message that saying ""Order cancelled!""

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

4. Order status should be displayed as ""Cancelled"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Mark all items as unavailable by clicking on the unavailable buttons
Click on the order cancel button on the top of the order confirmation screen
Click on the ""Cancel"" button","functional","Case (steps)","Regression","",""
"370","Verify the notification and the absence of a cancelled Delivery by Aggregator order before claiming in the Unclaimed or My Orders List","To Be Automated","API,UI","","2024-01-16T12:08:18.982Z","Nadeera Abeykoon","","","","Aggregator","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be cancelled and displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. The order should be disappeared from ""Unclaimed"" orders section and ""My Orders"" section

3. The order count on the ""Unclaimed"" orders should be decreased by 1
The message window should be closed.","Create a Delivery by Aggregator Grocery order from Talabat
Cancel the order from Aggregator
Click on ""Okay"" button on the message window","functional","Case (steps)","Regression","",""
"371","Verify the notification and availability of a cancelled Delivery by Aggregator order after claiming but before completion in the My Orders List","To Be Automated","API,UI","","2024-01-16T12:08:18.997Z","Nadeera Abeykoon","","","","Aggregator","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)


3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders section. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. The order should be cancelled and should be displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. The order should be moved from ""Unclaimed"" orders section to ""Completed"" orders tab under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon


4. Order status should be displayed as ""Cancelled"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.
The message window should be closed.","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Cancel the order from Aggregator
Click on ""Okay"" button on the message window","functional","Case (steps)","Regression","",""
"372","Verify the notification and availability of a cancelled Delivery by Aggregator order after completion in the My Orders List","To Be Automated","API,UI","","2024-01-16T12:08:19.016Z","Nadeera Abeykoon","","","","Aggregator","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be claimed and navigated to order confirmation screen.

2. Below mentioned details should be included in the order confirmation screen

   1. Order ID
   2. Order Status
   3. Number of items
   4. Item names
   5. Item quantity
   6. Available and unavailable buttons for each item
   7. The images of the items saved in GC should be displayed. (If the  image is not available in GC, default image will be visible.)

3. Available button and Unavailable button should be enabled

4. ""Confirm"" button should be disabled

5. Order status should be displayed as ""Pending"" on the top of the order confirmation screen

6. The order should be removed from the ""Unclaimed"" orders and added to the ""ongoing"" orders under ""My orders"" section.

7. The order count of the ""Unclaimed"" orders should be decreased by 1 and the order count of the ""Ongoing"" orders tab under ""My orders"" should be increased by 1.

8. Below mentioned details should be visible in the order under ""Ongoing"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

9. Order status should be displayed as ""Pending"" on the ""Ongoing"" orders tab. 

10. Order status should be updated as ""OrderStarted"" on GrubOps 2.0
1. All the items should be marked as available by appearing a green colour available icon on each item image.

2. Available button should be disabled and Unavailable button should be enabled

3. The ""Confirm"" button should be enabled.

4. Order status should be displayed as ""In progress"" on the top of the order confirmation screen

5. Order status should be displayed as ""In progress"" on the ""Ongoing"" orders tab
1. A confirmation window should be displayed and saying ""Are you sure you want to confirm the order"".

2. The confirmation window should include the ""Confirm"" and ""Not Now"" buttons
1. The order should be completed and displayed a success message that saying ""Order completed"".

2. The order should be moved from ""ongoing"" orders to ""Completed"" orders under ""My orders"" section.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

4. Order status should be displayed as ""Completed"" on the ""Completed"" orders tab.

5. Order status should be displayed as ""Completed"" on the top of the order confirmation screen

6. The order count of the ""Ongoing"" orders tab under ""My orders"" should be decreased by 1.

7. Order status should be updated as ""OrderCompleted"" in GrubOps 2.0.(OrderPrepared, OrderReadyToDispatch and OrderDispatch statuses should be updated automatically before OrderCompleted)
1. The order should be cancelled and should be displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. Order status should be updated from ""Completed"" to ""Cancelled"" on the ""Completed"" orders tab.

3. Below mentioned details should be visible in the order under ""Completed"" orders.

   1. Order Id
   2. Source
   3. Status
   4. Cart icon

4. Order status should be displayed as ""Cancelled"" on the top of the order confirmation screen.

5. Order status should be updated as ""OrderCancelled"" in GrubOps 2.0.
The message window should be closed.","Create a Delivery by Aggregator Grocery order from Talabat
Click on the ""Claim"" button
Mark all the items as available by clicking on the available buttons
Click on the ""Confirm"" button on order confirmation screen
Click on ""Confirm"" button on the confirmation window
Cancel the order from Aggregator
Click on ""Okay"" button on the message window","functional","Case (steps)","Regression","",""
"373","Verify the notification and unavailability of a forcefully cancelled Delivery by Aggregator order before claiming, under the Unclaimed or My Orders List","To Be Automated","API,UI","","2024-01-16T12:08:19.043Z","Nadeera Abeykoon","","","","GrubOps 2.0","","","Order SDK should be enabled for the kitchen
User has permission for picker standard functionality (Picker standard functionality permission is enabled in GC)
Picker app has been installed for the partner account in GrubCenter
User should have logged into the Picker app","Normal","Active","","","","1. The order should be visible under the ""Unclaimed"" orders.

2. The order count on the ""Unclaimed"" orders should be increased by 1

3. Below mentioned details should be included in the order under ""Unclaimed"" orders.

   1. Order Id
   2. Source
   3. Cart icon

4. The ""Claim"" button should be enabled
1. The order should be cancelled and displayed a cancelation message that saying ""Order {order_Id} has been cancelled"".

2. The order should be disappeared from ""Unclaimed"" orders section and ""My Orders"" section

3. The order count on the ""Unclaimed"" orders should be decreased by 1
The message window should be closed.","Create a Delivery by Aggregator Grocery order from Talabat
Force cancel the order from GrubOps 2.0
Click on ""Okay"" button on the message window","functional","Case (steps)","Regression","",""
